County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,% of Total Deaths
"Carroll County, IL",17015,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,181,14305,1265.3,1081,1449.6,94,688,580.6,795.4,0.0%
"Cass County, IL",17017,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,146,12147,1201.9,1007,1396.9,99.5,895,745.8,1044.1,0.0%
"Champaign County, IL",17019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,41,209689,19.6,14,26.5,3.1,22.4,15.9,30.6,0.0%
"Champaign County, IL",17019,Alcohol-induced causes,A,All other alcohol-induced causes,A9,19,209689,Unreliable,5.5,14.1,2.1,Unreliable,5.9,15.6,0.0%
"Champaign County, IL",17019,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1319,209689,629,595.1,663,17.3,618.7,584.6,652.8,0.0%
"Christian County, IL",17021,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,443,32304,1371.3,1243.6,1499.1,65.2,873.6,789.6,957.6,0.0%
"Clark County, IL",17023,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,201,15441,1301.7,1121.8,1481.7,91.8,860.7,737.7,983.7,0.0%
"Clay County, IL",17025,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,155,13184,1175.7,990.6,1360.8,94.4,787.3,659,915.5,0.0%
"Clinton County, IL",17027,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,333,37562,886.5,791.3,981.8,48.6,625.1,556.2,693.9,0.0%
"Coles County, IL",17029,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,50621,Unreliable,9.5,36.3,6.2,Unreliable,7.7,31.8,0.0%
"Coles County, IL",17029,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,511,50621,1009.5,921.9,1097,44.7,748,681.2,814.8,0.0%
"Cook County, IL",17031,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,1297,5150233,25.2,23.8,26.6,0.7,24.2,22.8,25.5,0.0%
"Cook County, IL",17031,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,54,5150233,1,0.8,1.4,0.1,1,0.7,1.3,0.0%
"Cook County, IL",17031,Drug-induced causes,D,All other drug-induced causes,D9,30,5150233,0.6,0.4,0.8,0.1,0.6,0.4,0.8,0.0%
"Cook County, IL",17031,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,23,5150233,0.4,0.3,0.7,0.1,0.5,0.3,0.7,0.0%
"Cook County, IL",17031,Alcohol-induced causes,A,All other alcohol-induced causes,A9,410,5150233,8,7.2,8.7,0.4,7.1,6.4,7.8,0.0%
"Cook County, IL",17031,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,39026,5150233,757.8,750.2,765.3,3.8,647.3,640.7,653.8,1.4%
"Crawford County, IL",17033,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,195,18667,1044.6,898,1191.2,74.8,715.9,613.3,818.5,0.0%
"Cumberland County, IL",17035,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,106,10766,984.6,797.1,1172,95.6,640.3,513.4,767.2,0.0%
"DeKalb County, IL",17037,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,104897,Unreliable,5.9,20,3.3,Unreliable,6.6,23.6,0.0%
"DeKalb County, IL",17037,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,720,104897,686.4,636.3,736.5,25.6,697.9,646.3,749.6,0.0%
"De Witt County, IL",17039,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,219,15638,1400.4,1215,1585.9,94.6,945.3,817.1,1073.4,0.0%
"Douglas County, IL",17041,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,178,19465,914.5,780.1,1048.8,68.5,650.5,552.4,748.7,0.0%
"DuPage County, IL",17043,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,119,922921,12.9,10.6,15.2,1.2,13.8,11.3,16.3,0.0%
"DuPage County, IL",17043,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,12,922921,Unreliable,0.7,2.3,0.4,Unreliable,0.6,2,0.0%
"DuPage County, IL",17043,Alcohol-induced causes,A,All other alcohol-induced causes,A9,63,922921,6.8,5.2,8.7,0.9,5.9,4.5,7.6,0.0%
"DuPage County, IL",17043,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,6195,922921,671.2,654.5,688,8.5,547.9,534,561.8,0.2%
"Edgar County, IL",17045,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,245,17161,1427.7,1248.9,1606.4,91.2,854.1,742,966.1,0.0%
"Edwards County, IL",17047,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,80,6395,1251,991.9,1557,139.9,863.2,674.1,1088.8,0.0%
"Effingham County, IL",17049,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,367,34008,1079.2,968.7,1189.6,56.3,784.3,702.6,866,0.0%
"Fayette County, IL",17051,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,222,21336,1040.5,903.6,1177.4,69.8,719.3,622.2,816.3,0.0%
"Ford County, IL",17053,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,175,12961,1350.2,1150.2,1550.3,102.1,837.8,707.9,967.6,0.0%
"Franklin County, IL",17055,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,519,38469,1349.1,1233.1,1465.2,59.2,905.7,825.4,986,0.0%
"Fulton County, IL",17057,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,492,34340,1432.7,1306.1,1559.3,64.6,905.1,822.1,988,0.0%
"Gallatin County, IL",17059,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,72,4828,1491.3,1166.9,1878,175.8,1002.3,771.9,1279.9,0.0%
"Greene County, IL",17061,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,150,12969,1156.6,971.5,1341.7,94.4,756.7,632.3,881.1,0.0%
"Grundy County, IL",17063,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,51054,Unreliable,16.4,48.5,7.6,Unreliable,16.9,49.7,0.0%
"Grundy County, IL",17063,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,430,51054,842.2,762.6,921.9,40.6,786.3,711.2,861.5,0.0%
"Hamilton County, IL",17065,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,111,8116,1367.7,1113.2,1622.1,129.8,812.1,655.2,969.1,0.0%
"Hancock County, IL",17067,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,202,17708,1140.7,983.4,1298,80.3,687.9,587.1,788.8,0.0%
"Hardin County, IL",17069,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,58,3821,1517.9,1152.6,1962.3,199.3,925.1,684.4,1223.1,0.0%
"Henderson County, IL",17071,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,87,6646,1309.1,1048.5,1614.7,140.3,776,607.2,977.2,0.0%
"Henry County, IL",17073,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,527,48913,1077.4,985.4,1169.4,46.9,701.4,639.3,763.5,0.0%
"Iroquois County, IL",17075,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,354,27114,1305.6,1169.6,1441.6,69.4,805.3,717,893.7,0.0%
"Jackson County, IL",17077,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,470,56750,828.2,753.3,903.1,38.2,689.8,625.4,754.2,0.0%
"Jasper County, IL",17079,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,95,9610,988.6,799.8,1208.5,101.4,634.9,509.2,782.2,0.0%
"Jefferson County, IL",17081,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,451,37684,1196.8,1086.3,1307.2,56.4,836.2,757.4,914.9,0.0%
"Jersey County, IL",17083,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,291,21773,1336.5,1183,1490.1,78.3,901.2,795.1,1007.4,0.0%
"Jo Daviess County, IL",17085,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,222,21235,1045.4,907.9,1183,70.2,550.2,471.6,628.8,0.0%
"Johnson County, IL",17087,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,129,12417,1038.9,859.6,1218.2,91.5,673.9,553.9,793.8,0.0%
"Kane County, IL",17089,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,70,532403,13.1,10.2,16.6,1.6,13.3,10.4,16.9,0.0%
"Kane County, IL",17089,Alcohol-induced causes,A,All other alcohol-induced causes,A9,34,532403,6.4,4.4,8.9,1.1,5.5,3.8,7.7,0.0%
"Kane County, IL",17089,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,3203,532403,601.6,580.8,622.4,10.6,569.1,549.1,589,0.1%
"Kankakee County, IL",17091,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,109862,23.7,15.5,34.7,4.6,26.6,17.2,39.3,0.0%
"Kankakee County, IL",17091,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,109862,Unreliable,4.4,16.7,2.9,Unreliable,3.6,14.8,0.0%
"Kankakee County, IL",17091,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1104,109862,1004.9,945.6,1064.2,30.2,762.3,716.2,808.4,0.0%
"Kendall County, IL",17093,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,128990,Unreliable,5.9,18.2,2.9,Unreliable,5.9,18.2,0.0%
"Kendall County, IL",17093,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,128990,Unreliable,3.7,14.3,2.5,Unreliable,3.5,13.4,0.0%
"Kendall County, IL",17093,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,620,128990,480.7,442.8,518.5,19.3,608.5,559.5,657.5,0.0%
"Knox County, IL",17095,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,687,49699,1382.3,1279,1485.7,52.7,849.3,783.3,915.3,0.0%
"Lake County, IL",17097,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,82,696535,11.8,9.4,14.6,1.3,12.9,10.2,16,0.0%
"Lake County, IL",17097,Alcohol-induced causes,A,All other alcohol-induced causes,A9,55,696535,7.9,5.9,10.3,1.1,7.1,5.3,9.3,0.0%
"Lake County, IL",17097,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,4688,696535,673,653.8,692.3,9.8,597.8,580.4,615.2,0.2%
"LaSalle County, IL",17099,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,108669,26.7,17.9,38.3,5,27.9,18.5,40.3,0.0%
"LaSalle County, IL",17099,Alcohol-induced causes,A,All other alcohol-induced causes,A9,14,108669,Unreliable,7,21.6,3.4,Unreliable,5.9,20,0.0%
"LaSalle County, IL",17099,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1285,108669,1182.5,1117.8,1247.1,33,801.3,756,846.5,0.0%
"Lawrence County, IL",17101,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,189,15678,1205.5,1033.6,1377.4,87.7,871.9,745,998.8,0.0%
"Lee County, IL",17103,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,389,34096,1140.9,1027.5,1254.3,57.8,741.9,666.1,817.7,0.0%
"Livingston County, IL",17105,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,432,35648,1211.8,1097.6,1326.1,58.3,809.5,729.9,889.1,0.0%
"Logan County, IL",17107,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,328,28618,1146.1,1022.1,1270.2,63.3,785.9,698.1,873.8,0.0%
"McDonough County, IL",17109,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,331,29682,1115.2,995,1235.3,61.3,809.9,717.5,902.2,0.0%
"McHenry County, IL",17111,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,307774,12.7,9,17.3,2,13.7,9.7,18.9,0.0%
"McHenry County, IL",17111,Alcohol-induced causes,A,All other alcohol-induced causes,A9,18,307774,Unreliable,3.5,9.2,1.4,Unreliable,3.3,9,0.0%
"McHenry County, IL",17111,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2085,307774,677.4,648.4,706.5,14.8,612.9,586.1,639.7,0.1%
"McLean County, IL",17113,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,28,171517,16.3,10.8,23.6,3.1,17.6,11.6,25.6,0.0%
"McLean County, IL",17113,Alcohol-induced causes,A,All other alcohol-induced causes,A9,11,171517,Unreliable,3.2,11.5,1.9,Unreliable,3,11.5,0.0%
"McLean County, IL",17113,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1183,171517,689.7,650.4,729,20.1,660.5,622.2,698.7,0.0%
"Macon County, IL",17115,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,104009,23.1,14.8,34.3,4.7,25.2,15.8,38.2,0.0%
"Macon County, IL",17115,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1252,104009,1203.7,1137.1,1270.4,34,795.6,749.6,841.5,0.0%
"Macoupin County, IL",17117,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,537,44926,1195.3,1094.2,1296.4,51.6,789.7,720.3,859,0.0%
"Madison County, IL",17119,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,98,262966,37.3,30.3,45.4,3.8,38.3,30.9,47,0.0%
"Madison County, IL",17119,Alcohol-induced causes,A,All other alcohol-induced causes,A9,19,262966,Unreliable,4.4,11.3,1.7,Unreliable,3.5,9.8,0.0%
"Madison County, IL",17119,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2836,262966,1078.5,1038.8,1118.2,20.3,811.6,781,842.1,0.1%
"Marion County, IL",17121,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,37205,Unreliable,14.8,52.9,8.9,Unreliable,16.2,61.9,0.0%
"Marion County, IL",17121,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,469,37205,1260.6,1146.5,1374.7,58.2,856,775.6,936.3,0.0%
"Marshall County, IL",17123,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,152,11438,1328.9,1117.6,1540.2,107.8,770.6,641.5,899.6,0.0%
"Mason County, IL",17125,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,190,13359,1422.3,1220,1624.5,103.2,860.4,732.9,987.8,0.0%
"Massac County, IL",17127,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,188,13772,1365.1,1170,1560.2,99.6,850.6,721.8,979.4,0.0%
"Menard County, IL",17129,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,115,12196,942.9,770.6,1115.3,87.9,638.5,518.7,758.4,0.0%
"Mercer County, IL",17131,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,180,15437,1166,995.7,1336.4,86.9,709.2,603.3,815.2,0.0%
"Monroe County, IL",17133,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,323,34637,932.5,830.8,1034.2,51.9,648.4,575.6,721.2,0.0%
"Montgomery County, IL",17135,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,369,28414,1298.7,1166.1,1431.2,67.6,795.4,710.8,880,0.0%
"Morgan County, IL",17137,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,415,33658,1233,1114.4,1351.6,60.5,802.3,722.5,882,0.0%
"Moultrie County, IL",17139,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,208,14501,1434.4,1239.4,1629.3,99.5,934.6,802.5,1066.8,0.0%
"Ogle County, IL",17141,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,50643,Unreliable,9.5,36.3,6.2,Unreliable,10.2,42.5,0.0%
"Ogle County, IL",17141,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,527,50643,1040.6,951.8,1129.5,45.3,731.9,668,795.8,0.0%
"Peoria County, IL",17143,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,179179,22.3,15.9,30.4,3.5,23.9,16.9,32.8,0.0%
"Peoria County, IL",17143,Alcohol-induced causes,A,All other alcohol-induced causes,A9,16,179179,Unreliable,5.1,14.5,2.2,Unreliable,4.5,13.3,0.0%
"Peoria County, IL",17143,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1769,179179,987.3,941.3,1033.3,23.5,759.3,723.1,795.5,0.1%
"Perry County, IL",17145,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,234,20916,1118.8,975.4,1262.1,73.1,790,686.5,893.6,0.0%
"Piatt County, IL",17147,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,172,16344,1052.4,895.1,1209.6,80.2,729.9,617.8,841.9,0.0%
"Pike County, IL",17149,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,209,15561,1343.1,1161,1525.2,92.9,836.5,718.8,954.2,0.0%
"Pope County, IL",17151,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,46,4177,1101.3,806.3,1468.9,162.4,544.5,377,760.8,0.0%
"Pulaski County, IL",17153,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,88,5335,1649.5,1322.9,2032.2,175.8,1023.8,811.8,1274.2,0.0%
"Putnam County, IL",17155,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,51,5739,888.7,661.7,1168.4,124.4,573.6,418.4,767.5,0.0%
"Randolph County, IL",17157,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,355,31782,1117,1000.8,1233.2,59.3,730.6,652.1,809.1,0.0%
"Richland County, IL",17159,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,192,15513,1237.7,1062.6,1412.7,89.3,745.9,635.3,856.5,0.0%
"Rock Island County, IL",17161,Drug-induced causes,D,Drug poisonings (overdose) Homicide (X85),D3,10,141879,Unreliable,3.4,13,2.2,Unreliable,3.8,14.7,0.0%
"Rock Island County, IL",17161,Alcohol-induced causes,A,All other alcohol-induced causes,A9,19,141879,Unreliable,8.1,20.9,3.1,Unreliable,6,16.5,0.0%
"Rock Island County, IL",17161,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1553,141879,1094.6,1040.2,1149,27.8,757.2,718.5,796,0.1%
"St. Clair County, IL",17163,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,74,259686,28.5,22.4,35.8,3.3,30.5,23.8,38.5,0.0%
"St. Clair County, IL",17163,Alcohol-induced causes,A,All other alcohol-induced causes,A9,18,259686,Unreliable,4.1,11,1.6,Unreliable,3.7,10.3,0.0%
"St. Clair County, IL",17163,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2526,259686,972.7,934.8,1010.6,19.4,790.1,758.6,821.6,0.1%
"Saline County, IL",17165,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,356,23491,1515.5,1358,1672.9,80.3,1013.5,905.2,1121.8,0.0%
"Sangamon County, IL",17167,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,194672,18,12.5,25,3,18.2,12.5,25.5,0.0%
"Sangamon County, IL",17167,Alcohol-induced causes,A,All other alcohol-induced causes,A9,24,194672,12.3,7.9,18.3,2.5,10.6,6.6,16.2,0.0%
